number,value,datetime_start,datetime_complete,duration,blocks,kernel_size,learning_rate,modelSeed,optimizer,padding,stride,user_attrs_datatype,user_attrs_transform,state,inner_fold,outer_fold
39,0.538291693,2023-07-02 18:49:25.827338,2023-07-02 18:51:45.728627,0 days 00:02:19.901289,5,3,0.0349,75,RMSprop,2,4,,transform_padding,COMPLETE,1,4
40,0.185340464,2023-07-02 18:51:45.728627,2023-07-02 18:55:31.882791,0 days 00:03:46.154164,4,7,0.0656,82,SGD,6,2,,transform_padding,COMPLETE,1,4
41,0.200475201,2023-07-02 18:55:31.882791,2023-07-02 18:57:55.567064,0 days 00:02:23.684273,5,7,0.0212,83,SGD,2,2,,transform_padding,COMPLETE,1,4
0,0.558901191,2023-07-02 18:57:56.900498,2023-07-02 19:00:36.059406,0 days 00:02:39.158908,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,2,4
1,10000,2023-07-02 19:00:36.060407,2023-07-02 19:00:36.069917,0 days 00:00:00.009510,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,2,4
2,0.186571762,2023-07-02 19:00:36.070915,2023-07-02 19:03:10.322560,0 days 00:02:34.251645,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,2,4
3,0.171122879,2023-07-02 19:03:10.323559,2023-07-02 19:06:32.767591,0 days 00:03:22.444032,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,2,4
4,0.312013656,2023-07-02 19:06:32.767591,2023-07-02 19:08:49.928188,0 days 00:02:17.160597,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,2,4
5,0.556441426,2023-07-02 19:08:49.928188,2023-07-02 19:11:26.743568,0 days 00:02:36.815380,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,2,4
6,0.27331242,2023-07-02 19:11:26.743568,2023-07-02 19:13:45.646896,0 days 00:02:18.903328,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,2,4
7,0.381773829,2023-07-02 19:13:45.646896,2023-07-02 19:16:08.544762,0 days 00:02:22.897866,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,2,4
8,0.220270678,2023-07-02 19:16:08.544762,2023-07-02 19:19:22.714513,0 days 00:03:14.169751,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,2,4
9,0.294305831,2023-07-02 19:19:22.714513,2023-07-02 19:21:39.608682,0 days 00:02:16.894169,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,2,4
10,0.440348566,2023-07-02 19:21:39.609722,2023-07-02 19:23:55.098559,0 days 00:02:15.488837,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,2,4
11,0.193555474,2023-07-02 19:23:55.099559,2023-07-02 19:27:16.390105,0 days 00:03:21.290546,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,2,4
12,0.192945808,2023-07-02 19:27:16.390105,2023-07-02 19:29:50.396288,0 days 00:02:34.006183,5,7,0.0266,78,SGD,4,2,,transform_padding,COMPLETE,2,4
13,0.213046044,2023-07-02 19:29:50.397290,2023-07-02 19:33:12.131195,0 days 00:03:21.733905,4,7,0.003,80,SGD,4,2,,transform_padding,COMPLETE,2,4
14,0.222669333,2023-07-02 19:33:12.132196,2023-07-02 19:37:25.417900,0 days 00:04:13.285704,3,3,0.0285,80,SGD,4,2,,transform_padding,COMPLETE,2,4
15,0.426705688,2023-07-02 19:37:25.417900,2023-07-02 19:39:33.357966,0 days 00:02:07.940066,5,5,0.0349,69,SGD,6,6,,transform_padding,COMPLETE,2,4
16,0.219405338,2023-07-02 19:39:33.357966,2023-07-02 19:42:54.813196,0 days 00:03:21.455230,4,7,0.0038,90,SGD,4,2,,transform_padding,COMPLETE,2,4
17,0.176407039,2023-07-02 19:42:54.813196,2023-07-02 19:46:17.690657,0 days 00:03:22.877461,4,7,0.0853,67,SGD,4,2,,transform_padding,COMPLETE,2,4
18,0.559048593,2023-07-02 19:46:17.691658,2023-07-02 19:48:27.946110,0 days 00:02:10.254452,4,3,0.0829,71,SGD,2,6,,transform_padding,COMPLETE,2,4
19,0.558869362,2023-07-02 19:48:27.946110,2023-07-02 19:50:47.178974,0 days 00:02:19.232864,4,5,0.0414,63,RMSprop,6,4,,transform_padding,COMPLETE,2,4
20,0.174695134,2023-07-02 19:50:47.178974,2023-07-02 19:54:08.889006,0 days 00:03:21.710032,4,7,0.0976,4,SGD,4,2,,transform_padding,COMPLETE,2,4
21,0.182469606,2023-07-02 19:54:08.889006,2023-07-02 19:57:30.237141,0 days 00:03:21.348135,4,7,0.0953,9,SGD,4,2,,transform_padding,COMPLETE,2,4
22,0.177447528,2023-07-02 19:57:30.237141,2023-07-02 20:00:53.132566,0 days 00:03:22.895425,4,7,0.0379,22,SGD,4,2,,transform_padding,COMPLETE,2,4
23,0.176417798,2023-07-02 20:00:53.132566,2023-07-02 20:04:15.379443,0 days 00:03:22.246877,4,7,0.04,62,SGD,4,2,,transform_padding,COMPLETE,2,4
24,0.185600013,2023-07-02 20:04:15.380443,2023-07-02 20:07:37.069679,0 days 00:03:21.689236,4,7,0.0136,88,SGD,4,2,,transform_padding,COMPLETE,2,4
25,0.187760517,2023-07-02 20:07:37.069679,2023-07-02 20:10:59.129857,0 days 00:03:22.060178,4,7,0.0445,1,SGD,4,2,,transform_padding,COMPLETE,2,4
26,0.194231257,2023-07-02 20:10:59.129857,2023-07-02 20:16:36.434218,0 days 00:05:37.304361,3,7,0.0947,42,SGD,4,2,,transform_padding,COMPLETE,2,4
27,0.329952598,2023-07-02 20:16:36.434218,2023-07-02 20:18:46.282764,0 days 00:02:09.848546,4,3,0.0195,19,Adam,2,4,,transform_padding,COMPLETE,2,4
28,0.559003711,2023-07-02 20:18:46.282764,2023-07-02 20:21:51.871211,0 days 00:03:05.588447,4,5,0.0605,62,RMSprop,4,2,,transform_padding,COMPLETE,2,4
29,0.344687998,2023-07-02 20:21:51.871211,2023-07-02 20:23:59.635882,0 days 00:02:07.764671,4,7,0.0477,75,SGD,6,6,,transform_padding,COMPLETE,2,4
30,0.204148933,2023-07-02 20:23:59.635882,2023-07-02 20:30:05.168526,0 days 00:06:05.532644,3,7,0.0539,88,Adam,4,2,,transform_padding,COMPLETE,2,4
31,0.18385756,2023-07-02 20:30:05.168526,2023-07-02 20:33:27.983187,0 days 00:03:22.814661,4,7,0.0292,61,SGD,4,2,,transform_padding,COMPLETE,2,4
32,0.185936064,2023-07-02 20:33:27.984190,2023-07-02 20:36:49.853235,0 days 00:03:21.869045,4,7,0.0507,44,SGD,4,2,,transform_padding,COMPLETE,2,4
33,0.176305145,2023-07-02 20:36:49.853235,2023-07-02 20:40:11.943603,0 days 00:03:22.090368,4,7,0.0212,66,SGD,4,2,,transform_padding,COMPLETE,2,4
34,0.181965292,2023-07-02 20:40:11.943603,2023-07-02 20:43:34.416623,0 days 00:03:22.473020,4,7,0.0202,70,SGD,4,2,,transform_padding,COMPLETE,2,4
35,0.177314132,2023-07-02 20:43:34.416623,2023-07-02 20:46:50.324586,0 days 00:03:15.907963,4,7,0.0955,84,SGD,2,2,,transform_padding,COMPLETE,2,4
36,0.251399755,2023-07-02 20:46:50.324586,2023-07-02 20:48:59.450165,0 days 00:02:09.125579,4,7,0.0092,57,RMSprop,4,6,,transform_padding,COMPLETE,2,4
37,0.558903217,2023-07-02 20:48:59.451227,2023-07-02 20:51:38.450398,0 days 00:02:38.999171,5,7,0.0592,68,Adam,4,2,,transform_padding,COMPLETE,2,4
38,0.190098211,2023-07-02 20:51:38.450398,2023-07-02 20:57:15.610831,0 days 00:05:37.160433,3,7,0.0235,33,SGD,4,2,,transform_padding,COMPLETE,2,4
39,0.514458776,2023-07-02 20:57:15.610831,2023-07-02 20:59:24.690135,0 days 00:02:09.079304,4,3,0.0637,75,RMSprop,2,4,,transform_padding,COMPLETE,2,4
40,0.200988889,2023-07-02 20:59:24.690135,2023-07-02 21:02:02.997694,0 days 00:02:38.307559,5,7,0.0124,48,SGD,6,2,,transform_padding,COMPLETE,2,4
41,0.191411376,2023-07-02 21:02:02.997694,2023-07-02 21:05:25.773802,0 days 00:03:22.776108,4,7,0.0268,58,SGD,4,2,,transform_padding,COMPLETE,2,4
0,0.556791484,2023-07-02 21:05:27.092680,2023-07-02 21:08:06.412924,0 days 00:02:39.320244,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,3,4
1,10000,2023-07-02 21:08:06.413924,2023-07-02 21:08:06.425927,0 days 00:00:00.012003,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,3,4
2,0.214643717,2023-07-02 21:08:06.425927,2023-07-02 21:10:40.477670,0 days 00:02:34.051743,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,3,4
3,0.197693691,2023-07-02 21:10:40.477670,2023-07-02 21:14:03.759839,0 days 00:03:23.282169,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,3,4
4,0.306128621,2023-07-02 21:14:03.760840,2023-07-02 21:16:21.755688,0 days 00:02:17.994848,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,3,4
5,0.486907661,2023-07-02 21:16:21.756688,2023-07-02 21:18:59.658797,0 days 00:02:37.902109,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,3,4
6,0.296921968,2023-07-02 21:18:59.659797,2023-07-02 21:21:18.474533,0 days 00:02:18.814736,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,3,4
7,0.491793573,2023-07-02 21:21:18.474533,2023-07-02 21:23:41.423263,0 days 00:02:22.948730,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,3,4
8,0.246145487,2023-07-02 21:23:41.423263,2023-07-02 21:26:53.650171,0 days 00:03:12.226908,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,3,4
9,0.225262225,2023-07-02 21:26:53.650171,2023-07-02 21:29:11.465694,0 days 00:02:17.815523,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,3,4
10,0.446767896,2023-07-02 21:29:11.466694,2023-07-02 21:31:28.406663,0 days 00:02:16.939969,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,3,4
11,0.200653315,2023-07-02 21:31:28.406663,2023-07-02 21:34:49.767390,0 days 00:03:21.360727,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,3,4
12,0.217368349,2023-07-02 21:34:49.767390,2023-07-02 21:38:13.101462,0 days 00:03:23.334072,4,7,0.003,76,SGD,4,2,,transform_padding,COMPLETE,3,4
13,0.199011773,2023-07-02 21:38:13.101462,2023-07-02 21:41:36.140857,0 days 00:03:23.039395,4,7,0.0296,78,SGD,4,2,,transform_padding,COMPLETE,3,4
14,0.245018363,2023-07-02 21:41:36.140857,2023-07-02 21:44:29.753158,0 days 00:02:53.612301,4,3,0.0359,70,SGD,4,2,,transform_padding,COMPLETE,3,4
15,0.375677943,2023-07-02 21:44:29.754137,2023-07-02 21:46:47.945478,0 days 00:02:18.191341,4,5,0.0336,79,SGD,6,6,,transform_padding,COMPLETE,3,4
16,0.211756453,2023-07-02 21:46:47.945478,2023-07-02 21:50:09.512447,0 days 00:03:21.566969,4,7,0.091,84,SGD,4,2,,transform_padding,COMPLETE,3,4
17,0.221752286,2023-07-02 21:50:09.512447,2023-07-02 21:55:47.432342,0 days 00:05:37.919895,3,7,0.0031,65,SGD,4,2,,transform_padding,COMPLETE,3,4
18,0.556861162,2023-07-02 21:55:47.432342,2023-07-02 21:57:58.532665,0 days 00:02:11.100323,4,3,0.0221,87,SGD,2,6,,transform_padding,COMPLETE,3,4
19,0.55662483,2023-07-02 21:57:58.532665,2023-07-02 22:00:17.755651,0 days 00:02:19.222986,4,5,0.0384,65,RMSprop,6,4,,transform_padding,COMPLETE,3,4
20,0.219197124,2023-07-02 22:00:17.755651,2023-07-02 22:05:55.161003,0 days 00:05:37.405352,3,7,0.0075,4,SGD,4,2,,transform_padding,COMPLETE,3,4
21,0.211303756,2023-07-02 22:05:55.161003,2023-07-02 22:09:17.712734,0 days 00:03:22.551731,4,7,0.0163,100,SGD,4,2,,transform_padding,COMPLETE,3,4
22,0.182801813,2023-07-02 22:09:17.712734,2023-07-02 22:12:40.229138,0 days 00:03:22.516404,4,7,0.0378,89,SGD,4,2,,transform_padding,COMPLETE,3,4
23,0.206725746,2023-07-02 22:12:40.229138,2023-07-02 22:16:02.079183,0 days 00:03:21.850045,4,7,0.0498,90,SGD,4,2,,transform_padding,COMPLETE,3,4
24,0.196805626,2023-07-02 22:16:02.079183,2023-07-02 22:19:24.373695,0 days 00:03:22.294512,4,7,0.0299,75,SGD,4,2,,transform_padding,COMPLETE,3,4
25,0.189224064,2023-07-02 22:19:24.373695,2023-07-02 22:22:45.788961,0 days 00:03:21.415266,4,7,0.0496,70,SGD,4,2,,transform_padding,COMPLETE,3,4
26,0.193362981,2023-07-02 22:22:45.788961,2023-07-02 22:26:09.322130,0 days 00:03:23.533169,4,7,0.0928,63,SGD,4,2,,transform_padding,COMPLETE,3,4
27,0.361322641,2023-07-02 22:26:09.322130,2023-07-02 22:28:17.684191,0 days 00:02:08.362061,4,3,0.0994,63,Adam,2,4,,transform_padding,COMPLETE,3,4
28,0.222028062,2023-07-02 22:28:17.684191,2023-07-02 22:33:05.327281,0 days 00:04:47.643090,3,5,0.0544,61,RMSprop,4,2,,transform_padding,COMPLETE,3,4
29,0.333902717,2023-07-02 22:33:05.327281,2023-07-02 22:35:13.223038,0 days 00:02:07.895757,4,7,0.056,39,SGD,6,6,,transform_padding,COMPLETE,3,4
30,0.440297604,2023-07-02 22:35:13.223038,2023-07-02 22:37:53.064340,0 days 00:02:39.841302,5,7,0.0109,40,Adam,4,2,,transform_padding,COMPLETE,3,4
31,0.197467059,2023-07-02 22:37:53.064340,2023-07-02 22:41:16.156219,0 days 00:03:23.091879,4,7,0.0326,73,SGD,4,2,,transform_padding,COMPLETE,3,4
32,0.195803136,2023-07-02 22:41:16.156219,2023-07-02 22:44:37.913723,0 days 00:03:21.757504,4,7,0.0247,83,SGD,4,2,,transform_padding,COMPLETE,3,4
33,0.193924606,2023-07-02 22:44:37.914724,2023-07-02 22:48:00.142147,0 days 00:03:22.227423,4,7,0.0206,84,SGD,4,2,,transform_padding,COMPLETE,3,4
34,0.179354727,2023-07-02 22:48:00.142147,2023-07-02 22:51:22.883582,0 days 00:03:22.741435,4,7,0.051,92,SGD,4,2,,transform_padding,COMPLETE,3,4
35,0.186385319,2023-07-02 22:51:22.883582,2023-07-02 22:53:56.291250,0 days 00:02:33.407668,5,7,0.0683,90,SGD,4,2,,transform_padding,COMPLETE,3,4
36,0.556632042,2023-07-02 22:53:56.291250,2023-07-02 22:56:21.545884,0 days 00:02:25.254634,5,7,0.0429,94,RMSprop,2,2,,transform_padding,COMPLETE,3,4
37,0.430575579,2023-07-02 22:56:21.545884,2023-07-02 22:58:37.414173,0 days 00:02:15.868289,5,7,0.054,90,SGD,4,6,,transform_padding,COMPLETE,3,4
38,0.542436004,2023-07-02 22:58:37.414173,2023-07-02 23:01:17.470467,0 days 00:02:40.056294,5,7,0.0127,20,Adam,4,2,,transform_padding,COMPLETE,3,4
39,0.19936192,2023-07-02 23:01:17.470467,2023-07-02 23:03:39.530423,0 days 00:02:22.059956,5,3,0.0645,93,SGD,2,2,,transform_padding,COMPLETE,3,4
40,0.552545846,2023-07-02 23:03:39.530423,2023-07-02 23:05:51.132911,0 days 00:02:11.602488,5,7,0.0205,71,RMSprop,4,4,,transform_padding,COMPLETE,3,4
41,0.183269605,2023-07-02 23:05:51.133912,2023-07-02 23:08:25.715525,0 days 00:02:34.581613,5,7,0.0634,57,SGD,4,2,,transform_padding,COMPLETE,3,4
0,0.556622386,2023-07-02 23:08:29.253526,2023-07-02 23:11:10.083497,0 days 00:02:40.829971,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,4,4
1,10000,2023-07-02 23:11:10.083497,2023-07-02 23:11:10.097006,0 days 00:00:00.013509,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,4,4
2,0.194193572,2023-07-02 23:11:10.097006,2023-07-02 23:13:44.927400,0 days 00:02:34.830394,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,4,4
3,0.152145803,2023-07-02 23:13:44.927400,2023-07-02 23:17:06.731843,0 days 00:03:21.804443,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,4,4
4,0.291528314,2023-07-02 23:17:06.731843,2023-07-02 23:19:25.334844,0 days 00:02:18.603001,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,4,4
5,0.556441784,2023-07-02 23:19:25.334844,2023-07-02 23:22:02.932729,0 days 00:02:37.597885,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,4,4
6,0.27280575,2023-07-02 23:22:02.932729,2023-07-02 23:24:21.235467,0 days 00:02:18.302738,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,4,4
7,0.555508256,2023-07-02 23:24:21.235467,2023-07-02 23:26:44.217189,0 days 00:02:22.981722,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,4,4
8,0.271779537,2023-07-02 23:26:44.217692,2023-07-02 23:29:59.517169,0 days 00:03:15.299477,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,4,4
9,0.253854454,2023-07-02 23:29:59.517169,2023-07-02 23:32:17.481070,0 days 00:02:17.963901,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,4,4
10,0.4306539,2023-07-02 23:32:17.482071,2023-07-02 23:34:34.113576,0 days 00:02:16.631505,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,4,4
11,0.162304729,2023-07-02 23:34:34.113576,2023-07-02 23:37:56.648993,0 days 00:03:22.535417,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,4,4
12,0.18648003,2023-07-02 23:37:56.648993,2023-07-02 23:41:18.360630,0 days 00:03:21.711637,4,7,0.003,76,SGD,4,2,,transform_padding,COMPLETE,4,4
13,0.162222981,2023-07-02 23:41:18.360630,2023-07-02 23:44:40.294108,0 days 00:03:21.933478,4,7,0.0296,78,SGD,4,2,,transform_padding,COMPLETE,4,4
14,0.17899929,2023-07-02 23:44:40.295110,2023-07-02 23:47:33.908435,0 days 00:02:53.613325,4,3,0.0359,70,SGD,4,2,,transform_padding,COMPLETE,4,4
15,0.344525039,2023-07-02 23:47:33.908435,2023-07-02 23:49:52.170820,0 days 00:02:18.262385,4,5,0.0336,79,SGD,6,6,,transform_padding,COMPLETE,4,4
16,0.136807442,2023-07-02 23:49:52.170820,2023-07-02 23:53:14.447024,0 days 00:03:22.276204,4,7,0.091,84,SGD,4,2,,transform_padding,COMPLETE,4,4
17,0.178709388,2023-07-02 23:53:14.447024,2023-07-02 23:58:51.352552,0 days 00:05:36.905528,3,7,0.0853,65,SGD,4,2,,transform_padding,COMPLETE,4,4
18,0.55736804,2023-07-02 23:58:51.353553,2023-07-03 00:01:02.631524,0 days 00:02:11.277971,4,3,0.0039,87,SGD,2,6,,transform_padding,COMPLETE,4,4
19,0.557103813,2023-07-03 00:01:02.632525,2023-07-03 00:03:22.133809,0 days 00:02:19.501284,4,5,0.0329,64,RMSprop,6,4,,transform_padding,COMPLETE,4,4
20,0.179286405,2023-07-03 00:03:22.133809,2023-07-03 00:08:59.520499,0 days 00:05:37.386690,3,7,0.0976,88,SGD,4,2,,transform_padding,COMPLETE,4,4
21,0.153495535,2023-07-03 00:08:59.520499,2023-07-03 00:12:22.255017,0 days 00:03:22.734518,4,7,0.0319,78,SGD,4,2,,transform_padding,COMPLETE,4,4
22,0.153961957,2023-07-03 00:12:22.256018,2023-07-03 00:15:44.325971,0 days 00:03:22.069953,4,7,0.0378,86,SGD,4,2,,transform_padding,COMPLETE,4,4
23,0.155180007,2023-07-03 00:15:44.325971,2023-07-03 00:19:07.511791,0 days 00:03:23.185820,4,7,0.0153,68,SGD,4,2,,transform_padding,COMPLETE,4,4
24,0.151549876,2023-07-03 00:19:07.511791,2023-07-03 00:22:30.521691,0 days 00:03:23.009900,4,7,0.0327,84,SGD,4,2,,transform_padding,COMPLETE,4,4
25,0.160458639,2023-07-03 00:22:30.521691,2023-07-03 00:25:53.458135,0 days 00:03:22.936444,4,7,0.0496,89,SGD,4,2,,transform_padding,COMPLETE,4,4
26,0.171011016,2023-07-03 00:25:53.458135,2023-07-03 00:29:15.694379,0 days 00:03:22.236244,4,7,0.0083,6,SGD,4,2,,transform_padding,COMPLETE,4,4
27,0.331102729,2023-07-03 00:29:15.694379,2023-07-03 00:31:24.999929,0 days 00:02:09.305550,4,3,0.0994,82,Adam,2,4,,transform_padding,COMPLETE,4,4
28,0.207553744,2023-07-03 00:31:24.999929,2023-07-03 00:36:14.122668,0 days 00:04:49.122739,3,5,0.0504,61,RMSprop,4,2,,transform_padding,COMPLETE,4,4
29,0.316102207,2023-07-03 00:36:14.122668,2023-07-03 00:38:22.034760,0 days 00:02:07.912092,4,7,0.0477,17,SGD,6,6,,transform_padding,COMPLETE,4,4
30,0.557109535,2023-07-03 00:38:22.034760,2023-07-03 00:41:02.184952,0 days 00:02:40.150192,5,7,0.0206,74,Adam,4,2,,transform_padding,COMPLETE,4,4
31,0.153726786,2023-07-03 00:41:02.184952,2023-07-03 00:44:23.882564,0 days 00:03:21.697612,4,7,0.056,93,SGD,4,2,,transform_padding,COMPLETE,4,4
32,0.144429952,2023-07-03 00:44:23.882564,2023-07-03 00:47:46.259734,0 days 00:03:22.377170,4,7,0.0287,83,SGD,4,2,,transform_padding,COMPLETE,4,4
33,0.14933984,2023-07-03 00:47:46.259734,2023-07-03 00:51:09.432847,0 days 00:03:23.173113,4,7,0.0198,83,SGD,4,2,,transform_padding,COMPLETE,4,4
34,0.170998141,2023-07-03 00:51:09.432847,2023-07-03 00:54:31.149459,0 days 00:03:21.716612,4,7,0.0216,100,SGD,4,2,,transform_padding,COMPLETE,4,4
35,0.214304015,2023-07-03 00:54:31.149459,2023-07-03 00:57:05.304246,0 days 00:02:34.154787,5,7,0.0108,58,SGD,4,2,,transform_padding,COMPLETE,4,4
36,0.550208569,2023-07-03 00:57:05.304246,2023-07-03 01:00:26.473689,0 days 00:03:21.169443,4,7,0.0243,45,RMSprop,2,2,,transform_padding,COMPLETE,4,4
37,0.338736296,2023-07-03 01:00:26.473689,2023-07-03 01:02:45.770260,0 days 00:02:19.296571,4,7,0.0139,83,SGD,4,6,,transform_padding,COMPLETE,4,4
38,0.557219982,2023-07-03 01:02:45.770260,2023-07-03 01:05:25.730996,0 days 00:02:39.960736,5,7,0.0647,72,Adam,4,2,,transform_padding,COMPLETE,4,4
39,0.19921872,2023-07-03 01:05:25.730996,2023-07-03 01:09:08.518665,0 days 00:03:42.787669,3,3,0.0064,91,SGD,2,2,,transform_padding,COMPLETE,4,4
40,0.347268581,2023-07-03 01:09:08.518665,2023-07-03 01:11:27.301099,0 days 00:02:18.782434,4,7,0.0177,22,RMSprop,4,4,,transform_padding,COMPLETE,4,4
41,0.14150022,2023-07-03 01:11:27.301099,2023-07-03 01:14:49.521114,0 days 00:03:22.220015,4,7,0.0525,83,SGD,4,2,,transform_padding,COMPLETE,4,4
