number,value,datetime_start,datetime_complete,duration,blocks,kernel_size,learning_rate,modelSeed,optimizer,padding,stride,user_attrs_datatype,user_attrs_transform,state,inner_fold,outer_fold
39,0.217257351,2023-07-01 19:55:59.135765,2023-07-01 20:00:17.693443,0 days 00:04:18.557678,3,5,0.0084,11,RMSprop,2,2,,transform_padding,COMPLETE,0,2
40,0.276242077,2023-07-01 20:00:17.693443,2023-07-01 20:02:31.789702,0 days 00:02:14.096259,4,5,0.0014,44,RMSprop,2,4,,transform_padding,COMPLETE,0,2
41,0.218662232,2023-07-01 20:02:31.789702,2023-07-01 20:05:19.047847,0 days 00:02:47.258145,4,5,0.0105,10,RMSprop,2,2,,transform_padding,COMPLETE,0,2
0,0.547245741,2023-07-01 20:05:20.402952,2023-07-01 20:08:00.730654,0 days 00:02:40.327702,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,1,2
1,10000,2023-07-01 20:08:00.730654,2023-07-01 20:08:00.738719,0 days 00:00:00.008065,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,1,2
2,0.162758991,2023-07-01 20:08:00.738719,2023-07-01 20:10:34.887754,0 days 00:02:34.149035,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,1,2
3,0.1362634,2023-07-01 20:10:34.887754,2023-07-01 20:13:56.190106,0 days 00:03:21.302352,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,1,2
4,0.361221313,2023-07-01 20:13:56.190106,2023-07-01 20:16:13.456995,0 days 00:02:17.266889,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,1,2
5,0.443947673,2023-07-01 20:16:13.457995,2023-07-01 20:18:51.348478,0 days 00:02:37.890483,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,1,2
6,0.225280046,2023-07-01 20:18:51.348478,2023-07-01 20:21:08.636941,0 days 00:02:17.288463,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,1,2
7,0.215722084,2023-07-01 20:21:08.636941,2023-07-01 20:23:30.932184,0 days 00:02:22.295243,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,1,2
8,0.23707217,2023-07-01 20:23:30.932184,2023-07-01 20:26:45.232964,0 days 00:03:14.300780,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,1,2
9,0.258421421,2023-07-01 20:26:45.232964,2023-07-01 20:29:01.539776,0 days 00:02:16.306812,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,1,2
10,0.445169568,2023-07-01 20:29:01.539776,2023-07-01 20:31:17.655489,0 days 00:02:16.115713,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,1,2
11,0.174637288,2023-07-01 20:31:17.655489,2023-07-01 20:34:40.168219,0 days 00:03:22.512730,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,1,2
12,0.15991053,2023-07-01 20:34:40.168219,2023-07-01 20:37:13.204031,0 days 00:02:33.035812,5,7,0.0266,78,SGD,4,2,,transform_padding,COMPLETE,1,2
13,0.240010366,2023-07-01 20:37:13.204031,2023-07-01 20:40:35.196191,0 days 00:03:21.992160,4,7,0.0025,77,SGD,4,2,,transform_padding,COMPLETE,1,2
14,0.234698772,2023-07-01 20:40:35.196191,2023-07-01 20:44:46.924287,0 days 00:04:11.728096,3,3,0.0359,70,SGD,4,2,,transform_padding,COMPLETE,1,2
15,0.438669086,2023-07-01 20:44:46.924287,2023-07-01 20:46:55.270876,0 days 00:02:08.346589,5,5,0.0335,77,SGD,6,6,,transform_padding,COMPLETE,1,2
16,0.219970345,2023-07-01 20:46:55.270876,2023-07-01 20:50:17.780910,0 days 00:03:22.510034,4,7,0.0039,69,SGD,4,2,,transform_padding,COMPLETE,1,2
17,0.151555359,2023-07-01 20:50:17.780910,2023-07-01 20:52:50.863036,0 days 00:02:33.082126,5,7,0.0398,83,SGD,4,2,,transform_padding,COMPLETE,1,2
18,0.549055576,2023-07-01 20:52:50.864036,2023-07-01 20:55:01.402586,0 days 00:02:10.538550,4,3,0.0863,87,SGD,2,6,,transform_padding,COMPLETE,1,2
19,0.252223819,2023-07-01 20:55:01.403586,2023-07-01 20:57:21.729928,0 days 00:02:20.326342,3,5,0.0304,64,RMSprop,6,4,,transform_padding,COMPLETE,1,2
20,0.218832105,2023-07-01 20:57:21.729928,2023-07-01 20:59:56.040187,0 days 00:02:34.310259,5,7,0.0085,87,SGD,4,2,,transform_padding,COMPLETE,1,2
21,0.155400887,2023-07-01 20:59:56.041189,2023-07-01 21:02:29.743350,0 days 00:02:33.702161,5,7,0.0372,85,SGD,4,2,,transform_padding,COMPLETE,1,2
22,0.16132769,2023-07-01 21:02:29.743350,2023-07-01 21:05:03.923057,0 days 00:02:34.179707,5,7,0.0388,86,SGD,4,2,,transform_padding,COMPLETE,1,2
23,0.15159294,2023-07-01 21:05:03.923057,2023-07-01 21:07:37.545694,0 days 00:02:33.622637,5,7,0.0966,63,SGD,4,2,,transform_padding,COMPLETE,1,2
24,0.143644229,2023-07-01 21:07:37.546698,2023-07-01 21:10:10.344655,0 days 00:02:32.797957,5,7,0.0871,61,SGD,4,2,,transform_padding,COMPLETE,1,2
25,0.141792148,2023-07-01 21:10:10.344655,2023-07-01 21:13:33.697245,0 days 00:03:23.352590,4,7,0.0496,62,SGD,4,2,,transform_padding,COMPLETE,1,2
26,0.16647321,2023-07-01 21:13:33.697245,2023-07-01 21:16:55.694249,0 days 00:03:21.997004,4,7,0.0158,42,SGD,4,2,,transform_padding,COMPLETE,1,2
27,0.339863598,2023-07-01 21:16:55.695250,2023-07-01 21:19:06.220242,0 days 00:02:10.524992,4,3,0.0586,62,Adam,2,4,,transform_padding,COMPLETE,1,2
28,0.548950195,2023-07-01 21:19:06.220242,2023-07-01 21:22:14.337816,0 days 00:03:08.117574,4,5,0.0995,22,RMSprop,4,2,,transform_padding,COMPLETE,1,2
29,0.38591668,2023-07-01 21:22:14.337816,2023-07-01 21:24:20.887550,0 days 00:02:06.549734,4,7,0.0477,59,SGD,6,6,,transform_padding,COMPLETE,1,2
30,0.157963842,2023-07-01 21:24:20.887550,2023-07-01 21:27:50.828501,0 days 00:03:29.940951,4,7,0.0206,71,Adam,4,2,,transform_padding,COMPLETE,1,2
31,0.135195225,2023-07-01 21:27:50.828501,2023-07-01 21:30:25.105828,0 days 00:02:34.277327,5,7,0.052,44,SGD,4,2,,transform_padding,COMPLETE,1,2
32,0.140730411,2023-07-01 21:30:25.105828,2023-07-01 21:32:57.733789,0 days 00:02:32.627961,5,7,0.051,43,SGD,4,2,,transform_padding,COMPLETE,1,2
33,0.192275792,2023-07-01 21:32:57.733789,2023-07-01 21:35:30.884880,0 days 00:02:33.151091,5,7,0.0119,41,SGD,4,2,,transform_padding,COMPLETE,1,2
34,0.17808792,2023-07-01 21:35:30.884880,2023-07-01 21:41:07.350862,0 days 00:05:36.465982,3,7,0.0578,20,SGD,4,2,,transform_padding,COMPLETE,1,2
35,0.178755373,2023-07-01 21:41:07.351862,2023-07-01 21:43:30.004158,0 days 00:02:22.652296,5,7,0.0239,33,SGD,2,2,,transform_padding,COMPLETE,1,2
36,0.545159638,2023-07-01 21:43:30.004158,2023-07-01 21:45:37.432022,0 days 00:02:07.427864,4,7,0.0482,44,RMSprop,4,6,,transform_padding,COMPLETE,1,2
37,0.548615396,2023-07-01 21:45:37.432022,2023-07-01 21:48:16.323346,0 days 00:02:38.891324,5,7,0.0206,48,Adam,4,2,,transform_padding,COMPLETE,1,2
38,0.201696381,2023-07-01 21:48:16.324346,2023-07-01 21:53:52.837423,0 days 00:05:36.513077,3,7,0.0088,27,SGD,4,2,,transform_padding,COMPLETE,1,2
39,0.549055576,2023-07-01 21:53:52.837423,2023-07-01 21:56:11.467743,0 days 00:02:18.630320,5,3,0.0602,56,RMSprop,2,4,,transform_padding,COMPLETE,1,2
40,0.170791194,2023-07-01 21:56:11.467743,2023-07-01 21:59:52.055165,0 days 00:03:40.587422,4,7,0.0131,8,SGD,6,2,,transform_padding,COMPLETE,1,2
41,0.151702464,2023-07-01 21:59:52.055165,2023-07-01 22:02:24.452700,0 days 00:02:32.397535,5,7,0.0694,50,SGD,4,2,,transform_padding,COMPLETE,1,2
0,0.551729381,2023-07-01 22:02:27.694428,2023-07-01 22:05:05.336698,0 days 00:02:37.642270,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,2,2
1,10000,2023-07-01 22:05:05.336698,2023-07-01 22:05:05.361208,0 days 00:00:00.024510,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,2,2
2,0.163299263,2023-07-01 22:05:05.361208,2023-07-01 22:07:37.261684,0 days 00:02:31.900476,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,2,2
3,0.137046337,2023-07-01 22:07:37.261684,2023-07-01 22:10:56.778512,0 days 00:03:19.516828,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,2,2
4,0.329547971,2023-07-01 22:10:56.778512,2023-07-01 22:13:13.282849,0 days 00:02:16.504337,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,2,2
5,0.551510096,2023-07-01 22:13:13.282849,2023-07-01 22:15:50.514875,0 days 00:02:37.232026,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,2,2
6,0.235922813,2023-07-01 22:15:50.515879,2023-07-01 22:18:08.735403,0 days 00:02:18.219524,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,2,2
7,0.387609541,2023-07-01 22:18:08.735403,2023-07-01 22:20:31.129168,0 days 00:02:22.393765,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,2,2
8,0.180235714,2023-07-01 22:20:31.129168,2023-07-01 22:23:44.642639,0 days 00:03:13.513471,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,2,2
9,0.216305584,2023-07-01 22:23:44.642639,2023-07-01 22:26:01.727551,0 days 00:02:17.084912,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,2,2
10,0.441096008,2023-07-01 22:26:01.728551,2023-07-01 22:28:17.691171,0 days 00:02:15.962620,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,2,2
11,0.15844956,2023-07-01 22:28:17.692172,2023-07-01 22:31:38.374835,0 days 00:03:20.682663,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,2,2
12,0.173579916,2023-07-01 22:31:38.374835,2023-07-01 22:35:00.748973,0 days 00:03:22.374138,4,7,0.003,76,SGD,4,2,,transform_padding,COMPLETE,2,2
13,0.137929827,2023-07-01 22:35:00.748973,2023-07-01 22:38:22.006837,0 days 00:03:21.257864,4,7,0.0296,78,SGD,4,2,,transform_padding,COMPLETE,2,2
14,0.19350633,2023-07-01 22:38:22.006837,2023-07-01 22:41:15.336572,0 days 00:02:53.329735,4,3,0.0359,70,SGD,4,2,,transform_padding,COMPLETE,2,2
15,0.373931587,2023-07-01 22:41:15.336572,2023-07-01 22:43:32.317320,0 days 00:02:16.980748,4,5,0.0336,79,SGD,6,6,,transform_padding,COMPLETE,2,2
16,0.140698686,2023-07-01 22:43:32.317320,2023-07-01 22:46:53.296833,0 days 00:03:20.979513,4,7,0.091,84,SGD,4,2,,transform_padding,COMPLETE,2,2
17,0.166002706,2023-07-01 22:46:53.296833,2023-07-01 22:52:30.054928,0 days 00:05:36.758095,3,7,0.0031,65,SGD,4,2,,transform_padding,COMPLETE,2,2
18,0.552145839,2023-07-01 22:52:30.054928,2023-07-01 22:54:40.032071,0 days 00:02:09.977143,4,3,0.0221,87,SGD,2,6,,transform_padding,COMPLETE,2,2
19,0.530927539,2023-07-01 22:54:40.032071,2023-07-01 22:56:58.667104,0 days 00:02:18.635033,4,5,0.0384,65,RMSprop,6,4,,transform_padding,COMPLETE,2,2
20,0.173384115,2023-07-01 22:56:58.667104,2023-07-01 23:02:35.000203,0 days 00:05:36.333099,3,7,0.0075,4,SGD,4,2,,transform_padding,COMPLETE,2,2
21,0.153713316,2023-07-01 23:02:35.001206,2023-07-01 23:05:57.396739,0 days 00:03:22.395533,4,7,0.0895,85,SGD,4,2,,transform_padding,COMPLETE,2,2
22,0.156882942,2023-07-01 23:05:57.396739,2023-07-01 23:09:18.704644,0 days 00:03:21.307905,4,7,0.0456,86,SGD,4,2,,transform_padding,COMPLETE,2,2
23,0.141255125,2023-07-01 23:09:18.704644,2023-07-01 23:12:40.626618,0 days 00:03:21.921974,4,7,0.0966,73,SGD,4,2,,transform_padding,COMPLETE,2,2
24,0.146864399,2023-07-01 23:12:40.626618,2023-07-01 23:16:01.857335,0 days 00:03:21.230717,4,7,0.0299,61,SGD,4,2,,transform_padding,COMPLETE,2,2
25,0.148560554,2023-07-01 23:16:01.858336,2023-07-01 23:19:23.190460,0 days 00:03:21.332124,4,7,0.0421,90,SGD,4,2,,transform_padding,COMPLETE,2,2
26,0.157532886,2023-07-01 23:19:23.190460,2023-07-01 23:22:44.821392,0 days 00:03:21.630932,4,7,0.0182,80,SGD,4,2,,transform_padding,COMPLETE,2,2
27,0.409577221,2023-07-01 23:22:44.821392,2023-07-01 23:25:00.259400,0 days 00:02:15.438008,4,3,0.0586,70,Adam,6,4,,transform_padding,COMPLETE,2,2
28,0.552003086,2023-07-01 23:25:00.260400,2023-07-01 23:27:48.494222,0 days 00:02:48.233822,4,5,0.0995,18,RMSprop,2,2,,transform_padding,COMPLETE,2,2
29,0.225064218,2023-07-01 23:27:48.494222,2023-07-01 23:30:04.252983,0 days 00:02:15.758761,3,7,0.0477,45,SGD,4,6,,transform_padding,COMPLETE,2,2
30,0.551882744,2023-07-01 23:30:04.252983,2023-07-01 23:32:43.684184,0 days 00:02:39.431201,5,7,0.0531,83,Adam,4,2,,transform_padding,COMPLETE,2,2
31,0.143109411,2023-07-01 23:32:43.684184,2023-07-01 23:36:04.940690,0 days 00:03:21.256506,4,7,0.0867,76,SGD,4,2,,transform_padding,COMPLETE,2,2
32,0.141872481,2023-07-01 23:36:04.940690,2023-07-01 23:39:26.607977,0 days 00:03:21.667287,4,7,0.0262,72,SGD,4,2,,transform_padding,COMPLETE,2,2
33,0.139032081,2023-07-01 23:39:26.608983,2023-07-01 23:42:47.304772,0 days 00:03:20.695789,4,7,0.069,60,SGD,4,2,,transform_padding,COMPLETE,2,2
34,0.163760707,2023-07-01 23:42:47.305808,2023-07-01 23:46:09.779771,0 days 00:03:22.473963,4,7,0.0126,63,SGD,4,2,,transform_padding,COMPLETE,2,2
35,0.169595242,2023-07-01 23:46:09.779771,2023-07-01 23:48:32.237356,0 days 00:02:22.457585,5,7,0.0239,58,SGD,2,2,,transform_padding,COMPLETE,2,2
36,0.477342069,2023-07-01 23:48:32.237356,2023-07-01 23:50:39.645588,0 days 00:02:07.408232,4,7,0.0485,92,RMSprop,4,6,,transform_padding,COMPLETE,2,2
37,0.551588893,2023-07-01 23:50:39.645588,2023-07-01 23:53:19.073237,0 days 00:02:39.427649,5,7,0.0625,58,Adam,4,2,,transform_padding,COMPLETE,2,2
38,0.16745016,2023-07-01 23:53:19.073237,2023-07-01 23:58:54.981089,0 days 00:05:35.907852,3,7,0.0125,99,SGD,4,2,,transform_padding,COMPLETE,2,2
39,0.319284678,2023-07-01 23:58:54.982089,2023-07-02 00:01:03.325371,0 days 00:02:08.343282,4,3,0.0238,40,RMSprop,2,4,,transform_padding,COMPLETE,2,2
40,0.143159494,2023-07-02 00:01:03.325371,2023-07-02 00:03:41.225126,0 days 00:02:37.899755,5,7,0.0656,68,SGD,6,2,,transform_padding,COMPLETE,2,2
41,0.143664718,2023-07-02 00:03:41.225126,2023-07-02 00:07:03.051087,0 days 00:03:21.825961,4,7,0.0632,76,SGD,4,2,,transform_padding,COMPLETE,2,2
0,0.552377343,2023-07-02 00:07:04.344767,2023-07-02 00:09:43.869674,0 days 00:02:39.524907,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,3,2
1,10000,2023-07-02 00:09:43.869674,2023-07-02 00:09:43.880183,0 days 00:00:00.010509,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,3,2
2,0.199310005,2023-07-02 00:09:43.881182,2023-07-02 00:12:17.483623,0 days 00:02:33.602441,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,3,2
3,0.180379748,2023-07-02 00:12:17.484629,2023-07-02 00:15:38.812466,0 days 00:03:21.327837,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,3,2
4,0.342781723,2023-07-02 00:15:38.812466,2023-07-02 00:17:55.823531,0 days 00:02:17.011065,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,3,2
5,0.552300155,2023-07-02 00:17:55.823531,2023-07-02 00:20:32.714326,0 days 00:02:36.890795,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,3,2
6,0.28719002,2023-07-02 00:20:32.714326,2023-07-02 00:22:50.915073,0 days 00:02:18.200747,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,3,2
7,0.25845173,2023-07-02 00:22:50.915073,2023-07-02 00:25:14.134964,0 days 00:02:23.219891,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,3,2
8,0.204319894,2023-07-02 00:25:14.134964,2023-07-02 00:28:28.244828,0 days 00:03:14.109864,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,3,2
9,0.245813519,2023-07-02 00:28:28.244828,2023-07-02 00:30:45.510998,0 days 00:02:17.266170,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,3,2
10,0.430976242,2023-07-02 00:30:45.510998,2023-07-02 00:33:01.641499,0 days 00:02:16.130501,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,3,2
11,0.210011885,2023-07-02 00:33:01.641499,2023-07-02 00:36:23.330491,0 days 00:03:21.688992,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,3,2
12,0.191119522,2023-07-02 00:36:23.330491,2023-07-02 00:38:56.486629,0 days 00:02:33.156138,5,7,0.0266,78,SGD,4,2,,transform_padding,COMPLETE,3,2
13,0.196935624,2023-07-02 00:38:56.486629,2023-07-02 00:42:18.391868,0 days 00:03:21.905239,4,7,0.0025,77,SGD,4,2,,transform_padding,COMPLETE,3,2
14,0.19250378,2023-07-02 00:42:18.391868,2023-07-02 00:46:28.978566,0 days 00:04:10.586698,3,3,0.0359,70,SGD,4,2,,transform_padding,COMPLETE,3,2
15,0.435458153,2023-07-02 00:46:28.979624,2023-07-02 00:48:37.207612,0 days 00:02:08.227988,5,5,0.0335,77,SGD,6,6,,transform_padding,COMPLETE,3,2
16,0.213616341,2023-07-02 00:48:37.207612,2023-07-02 00:51:59.252816,0 days 00:03:22.045204,4,7,0.0039,69,SGD,4,2,,transform_padding,COMPLETE,3,2
17,0.192641079,2023-07-02 00:51:59.252816,2023-07-02 00:54:32.601742,0 days 00:02:33.348926,5,7,0.0398,83,SGD,4,2,,transform_padding,COMPLETE,3,2
18,0.552680612,2023-07-02 00:54:32.601742,2023-07-02 00:56:43.535888,0 days 00:02:10.934146,4,3,0.0221,87,SGD,2,6,,transform_padding,COMPLETE,3,2
19,0.410612762,2023-07-02 00:56:43.535888,2023-07-02 00:59:02.938783,0 days 00:02:19.402895,3,5,0.0922,65,RMSprop,6,4,,transform_padding,COMPLETE,3,2
20,0.202861473,2023-07-02 00:59:02.939846,2023-07-02 01:02:23.911373,0 days 00:03:20.971527,4,7,0.0085,4,SGD,4,2,,transform_padding,COMPLETE,3,2
21,0.210421294,2023-07-02 01:02:23.912373,2023-07-02 01:06:35.799356,0 days 00:04:11.886983,3,3,0.0372,67,SGD,4,2,,transform_padding,COMPLETE,3,2
22,0.205453724,2023-07-02 01:06:35.799356,2023-07-02 01:10:46.826542,0 days 00:04:11.027186,3,3,0.0332,77,SGD,4,2,,transform_padding,COMPLETE,3,2
23,0.214013919,2023-07-02 01:10:46.826542,2023-07-02 01:14:58.956656,0 days 00:04:12.130114,3,3,0.0493,62,SGD,4,2,,transform_padding,COMPLETE,3,2
24,0.205704778,2023-07-02 01:14:58.957658,2023-07-02 01:19:10.442375,0 days 00:04:11.484717,3,3,0.0177,88,SGD,4,2,,transform_padding,COMPLETE,3,2
25,0.183216482,2023-07-02 01:19:10.442375,2023-07-02 01:21:31.440778,0 days 00:02:20.998403,5,3,0.0496,73,SGD,4,2,,transform_padding,COMPLETE,3,2
26,0.164273322,2023-07-02 01:21:31.440778,2023-07-02 01:24:04.515561,0 days 00:02:33.074783,5,7,0.0928,82,SGD,4,2,,transform_padding,COMPLETE,3,2
27,0.552680612,2023-07-02 01:24:04.515561,2023-07-02 01:26:25.597695,0 days 00:02:21.082134,5,3,0.0994,90,Adam,2,4,,transform_padding,COMPLETE,3,2
28,0.552643538,2023-07-02 01:26:25.598696,2023-07-02 01:28:49.416234,0 days 00:02:23.817538,5,5,0.0599,83,RMSprop,4,2,,transform_padding,COMPLETE,3,2
29,0.324916542,2023-07-02 01:28:49.416234,2023-07-02 01:31:06.962045,0 days 00:02:17.545811,5,7,0.057,59,SGD,6,6,,transform_padding,COMPLETE,3,2
30,0.534199417,2023-07-02 01:31:06.962045,2023-07-02 01:33:46.607638,0 days 00:02:39.645593,5,7,0.0116,39,Adam,4,2,,transform_padding,COMPLETE,3,2
31,0.200986728,2023-07-02 01:33:46.607638,2023-07-02 01:36:19.946579,0 days 00:02:33.338941,5,7,0.0221,75,SGD,4,2,,transform_padding,COMPLETE,3,2
32,0.170319319,2023-07-02 01:36:19.946579,2023-07-02 01:38:53.722063,0 days 00:02:33.775484,5,7,0.0609,82,SGD,4,2,,transform_padding,COMPLETE,3,2
33,0.187050134,2023-07-02 01:38:53.722063,2023-07-02 01:41:26.512012,0 days 00:02:32.789949,5,7,0.069,93,SGD,4,2,,transform_padding,COMPLETE,3,2
34,0.183577403,2023-07-02 01:41:26.512012,2023-07-02 01:44:00.188158,0 days 00:02:33.676146,5,7,0.0579,82,SGD,4,2,,transform_padding,COMPLETE,3,2
35,0.185098574,2023-07-02 01:44:00.188158,2023-07-02 01:46:23.259615,0 days 00:02:23.071457,5,7,0.0492,72,SGD,2,2,,transform_padding,COMPLETE,3,2
36,0.551867723,2023-07-02 01:46:23.259615,2023-07-02 01:48:42.372823,0 days 00:02:19.113208,5,7,0.0986,58,RMSprop,4,6,,transform_padding,COMPLETE,3,2
37,0.545403898,2023-07-02 01:48:42.372823,2023-07-02 01:51:22.333757,0 days 00:02:39.960934,5,7,0.0243,100,Adam,4,2,,transform_padding,COMPLETE,3,2
38,0.202630103,2023-07-02 01:51:22.334758,2023-07-02 01:53:43.086270,0 days 00:02:20.751512,5,3,0.0126,20,SGD,4,2,,transform_padding,COMPLETE,3,2
39,0.277753949,2023-07-02 01:53:43.086270,2023-07-02 01:56:01.348647,0 days 00:02:18.262377,4,7,0.0064,43,RMSprop,2,4,,transform_padding,COMPLETE,3,2
40,0.163635343,2023-07-02 01:56:01.348647,2023-07-02 01:58:39.290032,0 days 00:02:37.941385,5,7,0.0656,85,SGD,6,2,,transform_padding,COMPLETE,3,2
41,0.180451199,2023-07-02 01:58:39.290032,2023-07-02 02:01:17.472440,0 days 00:02:38.182408,5,7,0.0634,86,SGD,6,2,,transform_padding,COMPLETE,3,2
0,0.57461834,2023-07-02 02:01:20.496351,2023-07-02 02:03:59.940765,0 days 00:02:39.444414,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,4,2
1,10000,2023-07-02 02:03:59.940765,2023-07-02 02:03:59.953765,0 days 00:00:00.013000,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,4,2
2,0.220120475,2023-07-02 02:03:59.953765,2023-07-02 02:06:33.355289,0 days 00:02:33.401524,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,4,2
3,0.184718013,2023-07-02 02:06:33.355289,2023-07-02 02:09:55.962654,0 days 00:03:22.607365,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,4,2
4,0.299225688,2023-07-02 02:09:55.963654,2023-07-02 02:12:12.448526,0 days 00:02:16.484872,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,4,2
5,0.57398051,2023-07-02 02:12:12.448526,2023-07-02 02:14:48.937502,0 days 00:02:36.488976,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,4,2
6,0.26269418,2023-07-02 02:14:48.938500,2023-07-02 02:17:07.285193,0 days 00:02:18.346693,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,4,2
7,0.221291393,2023-07-02 02:17:07.285193,2023-07-02 02:19:29.756202,0 days 00:02:22.471009,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,4,2
8,0.205984354,2023-07-02 02:19:29.756202,2023-07-02 02:22:42.914980,0 days 00:03:13.158778,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,4,2
9,0.25344044,2023-07-02 02:22:42.914980,2023-07-02 02:24:59.910216,0 days 00:02:16.995236,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,4,2
10,0.46643278,2023-07-02 02:24:59.910216,2023-07-02 02:27:15.907572,0 days 00:02:15.997356,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,4,2
11,0.199184775,2023-07-02 02:27:15.907572,2023-07-02 02:30:28.960701,0 days 00:03:13.053129,4,3,0.0036,76,RMSprop,6,2,,transform_padding,COMPLETE,4,2
12,0.235904962,2023-07-02 02:30:28.960701,2023-07-02 02:33:43.613747,0 days 00:03:14.653046,4,3,0.0015,77,RMSprop,6,2,,transform_padding,COMPLETE,4,2
13,0.215210557,2023-07-02 02:33:43.613747,2023-07-02 02:36:46.649963,0 days 00:03:03.036216,4,3,0.0027,74,SGD,6,2,,transform_padding,COMPLETE,4,2
14,0.243165851,2023-07-02 02:36:46.649963,2023-07-02 02:39:49.894848,0 days 00:03:03.244885,4,3,0.0003,72,SGD,6,2,,transform_padding,COMPLETE,4,2
15,0.573775232,2023-07-02 02:39:49.895849,2023-07-02 02:42:09.419248,0 days 00:02:19.523399,4,5,0.0349,86,RMSprop,6,6,,transform_padding,COMPLETE,4,2
16,0.216829896,2023-07-02 02:42:09.419248,2023-07-02 02:45:02.207685,0 days 00:02:52.788437,4,3,0.0047,69,SGD,4,2,,transform_padding,COMPLETE,4,2
17,0.189174816,2023-07-02 02:45:02.207685,2023-07-02 02:50:55.907803,0 days 00:05:53.700118,3,7,0.0214,65,RMSprop,4,2,,transform_padding,COMPLETE,4,2
18,0.235584289,2023-07-02 02:50:55.907803,2023-07-02 02:53:12.191442,0 days 00:02:16.283639,3,7,0.0221,2,RMSprop,4,6,,transform_padding,COMPLETE,4,2
19,0.206593752,2023-07-02 02:53:12.191442,2023-07-02 02:55:32.770509,0 days 00:02:20.579067,3,7,0.0384,62,SGD,4,4,,transform_padding,COMPLETE,4,2
20,0.199209601,2023-07-02 02:55:32.770509,2023-07-02 03:01:09.418255,0 days 00:05:36.647746,3,7,0.0112,84,SGD,4,2,,transform_padding,COMPLETE,4,2
21,0.203371689,2023-07-02 03:01:09.418255,2023-07-02 03:07:03.399714,0 days 00:05:53.981459,3,7,0.0285,63,RMSprop,4,2,,transform_padding,COMPLETE,4,2
22,0.194138765,2023-07-02 03:07:03.399714,2023-07-02 03:10:17.505609,0 days 00:03:14.105895,4,3,0.003,86,RMSprop,6,2,,transform_padding,COMPLETE,4,2
23,0.186920986,2023-07-02 03:10:17.505609,2023-07-02 03:13:06.487552,0 days 00:02:48.981943,4,5,0.0129,83,RMSprop,2,2,,transform_padding,COMPLETE,4,2
24,0.192226112,2023-07-02 03:13:06.487552,2023-07-02 03:17:26.462835,0 days 00:04:19.975283,3,5,0.0109,100,RMSprop,2,2,,transform_padding,COMPLETE,4,2
